,Row Names,pclass,Name,Age,Embarked,Current Home Destination,Room,Ticket #,Boat #,Gender,Had Chronic Illness (Y/N),Birth Town,Birth Town,Survived (Y/N)
819,820,3rd,"Goldsmith, Mr Frank John",33,Southampton,"Strood, Kent, England Detroit, MI",,,,male,N,BEIJING,CHINA,N
820,821,3rd,"Goldsmith, Mrs Frank John (Emily A. Brown)",,Southampton,"Strood, Kent, England Detroit, MI",,,C,female,N,KUALA LUMPUR,MALAYSIA,Y
821,822,3rd,"Goldsmith, Master Frank John William",9,Southampton,"Strood, Kent, England Detroit, MI",,,C,male,N,RIO DE JANEIRO,BRAZIL,Y
822,823,3rd,"Goldsmith, Mr Nathan",41,Southampton,"Philadelphia, PA",,,,male,Y,MONTREAL,CANADA,N
823,824,3rd,"Goncalves, Mr Manuel Estanslas",38,Southampton,Portugal,,,,male,N,BEIJING,CHINA,N
824,825,3rd,"Goodwin, Mr Frederick",40,Southampton,"Wiltshire, England Niagara Falls, NY",,,,male,Y,CHICAGO,UNITED STATES,N
825,826,3rd,"Goodwin, Mrs Frederick (Augusta)",43,Southampton,"Wiltshire, England Niagara Falls, NY",,,,female,N,CHICAGO,UNITED STATES,N
826,827,3rd,"Goodwin, Mr Charles E.",14,Southampton,"Wiltshire, England Niagara Falls, NY",,,,male,N,ISTANBUL,TURKEY,N
827,828,3rd,"Goodwin, Miss Lillian A.",16,Southampton,"Wiltshire, England Niagara Falls, NY",,,,female,N,HONG KONG,CHINA,N
828,829,3rd,"Goodwin, Master Harold V.",9,Southampton,"Wiltshire, England Niagara Falls, NY",,,,male,N,,,N
829,830,3rd,"Goodwin, Miss Jessie A.",10,Southampton,"Wiltshire, England Niagara Falls, NY",,,,female,Y,NEW YORK,UNITED STATES,N
830,831,3rd,"Goodwin, Master Sidney L.",6,Southampton,"Wiltshire, England Niagara Falls, NY",,,,male,N,LONDON,UNITED KINGDOM,N
831,832,3rd,"Goodwin, Master William F.",11,Southampton,"Wiltshire, England Niagara Falls, NY",,,,male,N,,,N
832,833,3rd,"Green, Mr George",40,Southampton,"Dorking, Surrey, England",,,,male,N,ISTANBUL,TURKEY,N
833,834,3rd,"Gronnestad, Mr Daniel Danielsen",32,Southampton,"Foresvik, Norway Portland, ND",,,,male,N,MONTREAL,CANADA,N
834,835,3rd,"Guest, Mr Robert",,Southampton,,,,,male,N,ISTANBUL,TURKEY,N
835,836,3rd,"Gustafsson, Mr Alfred Ossian",20,Southampton,"Waukegan, Chicago, IL",,,,male,N,ISTANBUL,TURKEY,N
836,837,3rd,"Gustafsson, Mr Anders Vilhelm",37,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,male,N,KUALA LUMPUR,MALAYSIA,N
837,838,3rd,"Gustafsson, Mr Johan Birger",28,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,male,Y,TEL AVIV,ISRAEL,N
838,839,3rd,"Gustafsson, Mr Karl Gideon",19,Southampton,"Myren, Sweden New York, NY",,,,male,N,CHICAGO,UNITED STATES,N
839,840,3rd,"Haas, Miss Aloisia",,,,,,,female,Y,EDINBURGH,SCOTLAND,N
840,841,3rd,"Hagardon, Miss Kate",,,,,,,female,Y,CHICAGO,UNITED STATES,N
841,842,3rd,"Hagland, Mr Ingvald Olsen",,,,,,,male,Y,CHICAGO,UNITED STATES,N
842,843,3rd,"Hagland, Mr Konrad Mathias Reiersen",,,,,,,male,Y,,,N
843,844,3rd,"Hakkarainen, Mr Pekko Pietari",,,,,,,male,N,LONDON,UNITED KINGDOM,N
844,845,3rd,"Hakkarainen, Mrs Pekko Pietari",,,,,,,female,N,RIO DE JANEIRO,BRAZIL,Y
845,846,3rd,"Hampe, Mr Leon",,,,,,,male,Y,BEIJING,CHINA,N
846,847,3rd,"Hansen, Mr Claus Peter",,,,,,,male,Y,TEL AVIV,ISRAEL,N
847,848,3rd,"Hansen, Mrs Claus Peter",,,,,,,female,Y,TEL AVIV,ISRAEL,Y
848,849,3rd,"Hansen, Mr Henrik Juul",,,,,,,male,Y,,,N
849,850,3rd,"Hansen, Mr Henry Damsgaard",,,,,,,male,N,CHICAGO,UNITED STATES,N
850,851,3rd,"Harknett, Miss Alice",,,,,,,female,Y,BEIJING,CHINA,N
851,852,3rd,"Harmer, Mr Abraham",,,,,,,male,Y,,,N
852,853,3rd,"Hart, Mr Henry",,,,,,,male,Y,NEW YORK,UNITED STATES,N
853,854,3rd,"Hassan, Mr M. Houssein",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
854,855,3rd,"Healy, Miss Nora",,,,,,,female,Y,,,N
855,856,3rd,"Hedman, Mr Oscar",,,,,,,male,Y,HONOLULU,HAWAII,Y
856,857,3rd,"Hee, Mr Ling",,,,,,,male,N,EDINBURGH,SCOTLAND,N
857,858,3rd,"Hegarty, Miss Nora",,,,,,,female,N,ISTANBUL,TURKEY,N
858,859,3rd,"Heikkinen, Miss Laina",,,,,,,female,Y,MIAMI BEACH,FLORIDA,Y
859,860,3rd,"Heininen, Miss Wendla Maria",,,,,,,female,N,LONDON,UNITED KINGDOM,N
860,861,3rd,"Hellstrom, Hilda Maria",,,,,,,female,Y,NEW YORK,UNITED STATES,Y
861,862,3rd,"Hemming, Miss Nora",,,,,,,female,Y,HONOLULU,HAWAII,N
862,863,3rd,"Hendekovic, Mr Ignaz",,,,,,,male,Y,HONOLULU,HAWAII,N
863,864,3rd,"Henery, Delia",,,,,,,female,N,,,N
864,865,3rd,"Henriksson, Jenny Lovisa",,,,,,,female,Y,KUALA LUMPUR,MALAYSIA,N
865,866,3rd,"Hirvonen, Mrs Alexander",,,,,,,female,N,RIO DE JANEIRO,BRAZIL,Y
866,867,3rd,"Hirvonen, Miss Hildur E.",,,,,,,female,N,CHICAGO,UNITED STATES,N
867,868,3rd,"Holm, Mr John Frederik Alexander",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
868,869,3rd,"Holthen, Mr Johan Martin",,,,,,,male,N,CHICAGO,UNITED STATES,N
869,870,3rd,"Honkanen, Miss Eluna",,,,,,,female,N,ISTANBUL,TURKEY,Y
870,871,3rd,"Horgan, Mr John",,,,,,,male,N,MONTREAL,CANADA,N
871,872,3rd,"Howard, Miss May",,,,,,,female,N,NICE,FRANCE,Y
872,873,3rd,"Humblin, Mr Adolf Mathias Nicolai Olsen",,,,,,,male,Y,CHICAGO,UNITED STATES,N
873,874,3rd,"Hyman, Mr Abraham",,,,,,,male,Y,NICE,FRANCE,Y
874,875,3rd,"Ilieff, Mr Ylio",,,,,,,male,N,MONTREAL,CANADA,N
875,876,3rd,"Ilmakangas, Miss Ida Livija",,,,,,,female,N,SYDNEY,AUSTRALIA,N
876,877,3rd,"Ilmakangas, Miss Pieta Sofia",,,,,,,female,N,HONOLULU,HAWAII,N
877,878,3rd,"Ivanoff, Mr Konio",,,,,,,male,Y,NEW YORK,UNITED STATES,N
878,879,3rd,"Jansen, Mr Carl Olof",,,,,,,male,N,TEL AVIV,ISRAEL,Y
879,880,3rd,"Jardin, Mr Jose Netto",,,,,,,male,N,MONTREAL,CANADA,N
880,881,3rd,"Jensen, Miss Carla Christine",,,,,,,female,Y,SANTA MONICA,UNITED STATES,Y
881,882,3rd,"Jensen, Mr Hans Peder",,,,,,,male,N,NEW YORK,UNITED STATES,N
882,883,3rd,"Jensen, Mr Niels Peder",,,,,,,male,Y,HONOLULU,HAWAII,N
883,884,3rd,"Jensen, Mr Svend Lauritz",,,,,,,male,N,BEIJING,CHINA,N
884,885,3rd,"Jermyn, Miss Annie",,,,,,,female,N,LONDON,UNITED KINGDOM,Y
885,886,3rd,"Johannesen-Bratthammer, Mr Bernt",,,,,,,male,N,ISTANBUL,TURKEY,N
886,887,3rd,"Johanson, Mr Jakob Alfred",,,,,,,male,Y,BEIJING,CHINA,N
887,888,3rd,"Johansson, Mr Erik",,,,,,,male,N,BEIJING,CHINA,N
888,889,3rd,"Johansson, Mr Gustaff Joel",,,,,,,male,Y,BEIJING,CHINA,N
889,890,3rd,"Johansson, Mr Karl Johan",,,,,,,male,N,HONOLULU,HAWAII,Y
890,891,3rd,"Johansson, Mr Nils",,,,,,,male,N,BEIJING,CHINA,N
891,892,3rd,"Johansson, Oscar L.",,,,,,,male,N,NICE,FRANCE,Y
892,893,3rd,"Johnson, Mr Alfred",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
893,894,3rd,"Johnson, Miss Eleanor Ileen",,,,,,,female,Y,RIO DE JANEIRO,BRAZIL,Y
894,895,3rd,"Johnson, Mr Malkolm Joackim",,,,,,,male,N,,,N
895,896,3rd,"Johnson, Master Harold Theodor",,,,,,,male,N,RIO DE JANEIRO,BRAZIL,Y
896,897,3rd,"Johnson, Mrs Oscar W.",,,,,,,female,Y,CHICAGO,UNITED STATES,N
897,898,3rd,"Johnson, Mr William Cahoone Jr.",,,,,,,male,N,SYDNEY,AUSTRALIA,N
898,899,3rd,"Johnston, Mr Andrew G.",,,,,,,male,Y,VANCOUVER,BRITISH COLUMBIA,N
899,900,3rd,"Johnston, Mrs Andrew G.",,,,,,,female,Y,,,N
900,901,3rd,"Johnston, Miss Catherine H.",,,,,,,female,N,NEW YORK,UNITED STATES,N
901,902,3rd,"Johnston, Master William A.",,,,,,,male,N,BEIJING,CHINA,N
902,903,3rd,"Jonkoff, Mr Lazor",,,,,,,male,N,RIO DE JANEIRO,BRAZIL,N
903,904,3rd,"Jonsson, Mr Carl",,,,,,,male,Y,HONOLULU,HAWAII,Y
904,905,3rd,"Jonsson, Nils Hilding",,,,,,,male,N,HONG KONG,CHINA,N
905,906,3rd,"Jussila, Miss Aina Maria",,,,,,,female,Y,SYDNEY,AUSTRALIA,N
906,907,3rd,"Jussila, Mr Erik",,,,,,,male,N,NICE,FRANCE,Y
907,908,3rd,"Jussila, Miss Katriina",,,,,,,female,Y,HONG KONG,CHINA,N
908,909,3rd,"Kallio, Mr Nikolai Erland",,,,,,,male,Y,BEIJING,CHINA,N
909,910,3rd,"Kalvig, Mr Johannes K. Halverson",,,,,,,male,N,ISTANBUL,TURKEY,N
910,911,3rd,"Karajic, Mr Milan",,,,,,,male,Y,,,N
911,912,3rd,"Karlsson, Mr Einar Gervasius",,,,,,,male,Y,HONOLULU,HAWAII,Y
912,913,3rd,"Karlsson, Mr Julius Konrad Eugen",,,,,,,male,N,MIAMI BEACH,FLORIDA,N
913,914,3rd,"Karlsson, Mr Nils August",,,,,,,male,Y,ISTANBUL,TURKEY,N
914,915,3rd,"Karun, Miss Anna Mary",,,,,,,female,Y,VANCOUVER,BRITISH COLUMBIA,Y
915,916,3rd,"Karun, Mr Franz",,,,,,,male,Y,ISTANBUL,TURKEY,N
916,917,3rd,"Kassem, Mr Fared",,,,,,,male,N,HONG KONG,CHINA,N
917,918,3rd,"Keane, Mr Andrew",,,,,,,male,N,MONTREAL,CANADA,N
918,919,3rd,"Keefe, Mr Arthur",,,,,,,male,N,CAPE TOWN,SOUTH AFRICA,N
919,920,3rd,"Kekic, Mr Tido",,,,,,,male,N,NEW YORK,UNITED STATES,N
920,921,3rd,"Kelly, Miss Anna Kate",,,,,,,female,Y,NICE,FRANCE,Y
921,922,3rd,"Kelly, Mr James",,,,,,,male,N,ISTANBUL,TURKEY,N
922,923,3rd,"Kelly, Mr James",,,,,,,male,N,RIO DE JANEIRO,BRAZIL,N
923,924,3rd,"Kelly, Miss Mary",,,,,,,female,Y,SANTA MONICA,UNITED STATES,Y
924,925,3rd,"Kennedy, Mr John",,,,,,,male,Y,,,N
925,926,3rd,"Khalil, Mr Betros",,,,,,,male,N,BARCELONA,SPAIN,N
926,927,3rd,"Khalil, Mrs Betros",,,,,,,female,Y,ISTANBUL,TURKEY,N
927,928,3rd,"Khalil, Mr Saad",,,,,,,male,N,HONG KONG,CHINA,N
928,929,3rd,"Kiernan, Mr John",,,,,,,male,N,HONG KONG,CHINA,N
929,930,3rd,"Kiernan, Mr Philip",,,,,,,male,N,LONDON,UNITED KINGDOM,N
930,931,3rd,"Kilgannon, Mr Thomas",,,,,,,male,Y,MONTREAL,CANADA,N
931,932,3rd,"Kink, Mr Anton",,,,,,,male,Y,CAPE TOWN,SOUTH AFRICA,Y
932,933,3rd,"Kink, Mrs Anton (Louise Heilmann)",,,,,,,female,Y,ISTANBUL,TURKEY,N
933,934,3rd,"Kink, Miss Louise Gretchen",,,,,,,female,N,SYDNEY,AUSTRALIA,Y
934,935,3rd,"Kink, Miss Maria",,,,,,,female,Y,VANCOUVER,BRITISH COLUMBIA,N
935,936,3rd,"Kink, Mr Vincenz",,,,,,,male,N,BEIJING,CHINA,N
936,937,3rd,"Klasen, Miss Gertrud Emilia",,,,,,,female,N,EDINBURGH,SCOTLAND,N
937,938,3rd,"Klasen, Mrs Hulda Kristina",,,,,,,female,Y,EDINBURGH,SCOTLAND,N
938,939,3rd,"Klasen, Mr Klas Albin",,,,,,,male,N,BEIJING,CHINA,N
939,940,3rd,"Kraeff, Mr Theodor",,,,,,,male,Y,NEW YORK,UNITED STATES,N
940,941,3rd,"Krekorian, Mr Neshan",,,,,,,male,N,MIAMI BEACH,FLORIDA,Y
941,942,3rd,"Lahowd, Mr Sarkis",,,,,,,male,N,TEL AVIV,ISRAEL,N
942,943,3rd,"Laitinen, Miss Kritina Sofia",,,,,,,female,N,EDINBURGH,SCOTLAND,N
943,944,3rd,"Laleff, Mr Kristo",,,,,,,male,N,LONDON,UNITED KINGDOM,N
944,945,3rd,"Lam, Mr Ali",,,,,,,male,Y,NICE,FRANCE,Y
945,946,3rd,"Lam, Mr Len",,,,,,,male,N,NICE,FRANCE,N
946,947,3rd,"Landegren, Miss Aurora Adelia",,,,,,,female,N,MIAMI BEACH,FLORIDA,Y
947,948,3rd,"Lane, Mr Patrick",,,,,,,male,N,ISTANBUL,TURKEY,N
948,949,3rd,"Lang, Mr Fang",,,,,,,male,Y,MIAMI BEACH,FLORIDA,Y
949,950,3rd,"Larsson, Mr August Viktor",,,,,,,male,Y,MONTREAL,CANADA,N
950,951,3rd,"Larsson, Mr Bengt Edvin",,,,,,,male,N,EDINBURGH,SCOTLAND,N
951,952,3rd,"Larsson-Rondberg, Mr Edvard",,,,,,,male,N,TEL AVIV,ISRAEL,N
952,953,3rd,"Leeni, Mr Fahim",,,,,,,male,N,CHICAGO,UNITED STATES,Y
953,954,3rd,"Lefebre, Mrs Frank",,,,,,,female,Y,LONDON,UNITED KINGDOM,N
954,955,3rd,"Lefebre, Master Henry",,,,,,,male,Y,SANTA MONICA,UNITED STATES,N
955,956,3rd,"Lefebre, Miss Ida",,,,,,,female,Y,VANCOUVER,BRITISH COLUMBIA,N
956,957,3rd,"Lefebre, Miss Jeannie",,,,,,,female,N,,,N
957,958,3rd,"Lefebre, Miss Mathilde",,,,,,,female,Y,RIO DE JANEIRO,BRAZIL,N
958,959,3rd,"Leinonen, Mr Antti Gustaf",,,,,,,male,Y,LONDON,UNITED KINGDOM,N
959,960,3rd,"Lemberopolous, Mr Peter L.",,,,,,,male,Y,NEW YORK,UNITED STATES,N
960,961,3rd,"Lemom, Mr Denis",,,,,,,male,N,HONG KONG,CHINA,N
961,962,3rd,"Lemon, Miss Mary",,,,,,,female,N,NICE,FRANCE,N
962,963,3rd,"Leonard, Mr Lionel",,,,,,,male,N,HONG KONG,CHINA,N
963,964,3rd,"Lester, Mr James",,,,,,,male,Y,BEIJING,CHINA,N
964,965,3rd,"Lindahl, Miss Agda V.",,,,,,,female,Y,MIAMI BEACH,FLORIDA,N
965,966,3rd,"Lindblom, Miss Augusta Charlotta",,,,,,,female,N,LONDON,UNITED KINGDOM,N
966,967,3rd,"Lindell, Mr Edvard Bengtsson",,,,,,,male,N,SANTA MONICA,UNITED STATES,N
967,968,3rd,"Lindell, Mrs Edvard Bengtsson",,,,,,,female,Y,MIAMI BEACH,FLORIDA,N
968,969,3rd,"Lindqvist, Eino William",,,,,,,male,N,TEL AVIV,ISRAEL,Y
969,970,3rd,"Linehan, Mr Michael",,,,,,,male,Y,,,N
970,971,3rd,"Ling, Mr Lee",,,,,,,male,N,NICE,FRANCE,N
971,972,3rd,"Lithman, Mr Simon",,,,,,,male,Y,SANTA MONICA,UNITED STATES,N
972,973,3rd,"Lobb, Mr William Arthur",,,,,,,male,N,BEIJING,CHINA,N
973,974,3rd,"Lobb, Mrs William Arthur",,,,,,,female,Y,BEIJING,CHINA,N
974,975,3rd,"Lockyer, Mr Edward",,,,,,,male,Y,CHICAGO,UNITED STATES,N
975,976,3rd,"Lovell, Mr John",,,,,,,male,N,VANCOUVER,BRITISH COLUMBIA,N
976,977,3rd,"Lulich, Mr Nicola",,,,,,,male,N,,,Y
977,978,3rd,"Lundahl, Mr Johan",,,,,,,male,N,EDINBURGH,SCOTLAND,N
978,979,3rd,"Lundin, Miss Olga Elida",,,,,,,female,Y,NICE,FRANCE,Y
979,980,3rd,"Lundstrom, Mr Thure Edvin",,,,,,,male,Y,CHICAGO,UNITED STATES,N
980,981,3rd,"Lyntakoff, Mr Stanko",,,,,,,male,N,LONDON,UNITED KINGDOM,N
981,982,3rd,"MacKay, Mr George William",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
982,983,3rd,"Madigan, Miss Margaret",,,,,,,female,Y,SANTA MONICA,UNITED STATES,Y
983,984,3rd,"Madsen, Mr Frithiof",,,,,,,male,Y,BEIJING,CHINA,N
984,985,3rd,"Maenpaa, Mr Matti Alexanteri",,,,,,,male,N,HONG KONG,CHINA,N
985,986,3rd,"Mahon, Miss Delia",,,,,,,female,Y,,,N
986,987,3rd,"Maisner, Mr Simon",,,,,,,male,Y,,,N
987,988,3rd,"Makinen, Mr Kalle Edvard",,,,,,,male,N,BEIJING,CHINA,N
988,989,3rd,"Mamee, Mr Hanna",,,,,,,male,Y,HONOLULU,HAWAII,Y
989,990,3rd,"Mangan, Miss Mary",,,,,,,female,N,ISTANBUL,TURKEY,N
990,991,3rd,"Mannion, Miss Margareth",,,,,,,female,N,,,Y
991,992,3rd,"Mansour, Mr Hanna",,,,,,,male,Y,MONTREAL,CANADA,N
992,993,3rd,"Mardirosian, Mr Sarkis",,,,,,,male,Y,NICE,FRANCE,N
993,994,3rd,"Marinko, Mr Dmitri",,,,,,,male,N,HONOLULU,HAWAII,N
994,995,3rd,"Markim, Mr Johann",,,,,,,male,N,BEIJING,CHINA,N
995,996,3rd,"Markoff, Mr Marin",,,,,,,male,Y,ISTANBUL,TURKEY,N
996,997,3rd,"Masselmany, Mrs Fatima",,,,,,,female,Y,MIAMI BEACH,FLORIDA,Y
997,998,3rd,"Matinoff, Mr Nicola",,,,,,,male,N,,,N
998,999,3rd,"McCarthy, Miss Katie",,,,,,,female,Y,MIAMI BEACH,FLORIDA,Y
999,1000,3rd,"McCormack, Mr Thomas J.",,,,,,,male,Y,LONDON,UNITED KINGDOM,N
1000,1001,3rd,"McCoy, Miss Agnes",,,,,,,female,N,SANTA MONICA,UNITED STATES,N
1001,1002,3rd,"McCoy, Miss Alice",,,,,,,female,N,,,N
1002,1003,3rd,"McCoy, Mr Bernard",,,,,,,male,N,SYDNEY,AUSTRALIA,N
1003,1004,3rd,"McDermott, Miss Delia",,,,,,,female,Y,NICE,FRANCE,N
1004,1005,3rd,"McElroy, Mr Michael",,,,,,,male,N,CHICAGO,UNITED STATES,N
1005,1006,3rd,"McGovern, Mrs Hugh",,,,,,,female,Y,MIAMI BEACH,FLORIDA,Y
1006,1007,3rd,"McGowan, Miss Anna",,,,,,,female,Y,CHICAGO,UNITED STATES,N
1007,1008,3rd,"McGowan, Miss Katherine",,,,,,,female,N,,,N
1008,1009,3rd,"McMahon, Mr Martin",,,,,,,male,N,HONOLULU,HAWAII,N
1009,1010,3rd,"McNamee, Mr Neal",,,,,,,male,N,NEW YORK,UNITED STATES,N
1010,1011,3rd,"McNamee, Mrs Neal",,,,,,,female,N,NICE,FRANCE,N
1011,1012,3rd,"Meanwell, Miss Marion Ogden",,,,,,,female,N,CHICAGO,UNITED STATES,N
1012,1013,3rd,"Mechen, Mr John",,,,,,,male,N,HONG KONG,CHINA,N
1013,1014,3rd,"Meek, Mrs Thomas",,,,,,,female,N,EDINBURGH,SCOTLAND,N
1014,1015,3rd,"Melkebuk, Mrs Philemon",,,,,,,female,Y,CAPE TOWN,SOUTH AFRICA,N
1015,1016,3rd,"Meo, Mr Alfonso",,,,,,,male,Y,ISTANBUL,TURKEY,N
1016,1017,3rd,"Midtsjo, Mr Karl Albert",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,Y
1017,1018,3rd,"Mihoff, Mr Stoytcho",,,,,,,male,Y,,,N
1018,1019,3rd,"Miles, Mr Frank",,,,,,,male,N,BEIJING,CHINA,N
1019,1020,3rd,"Mineff, Mr Ivan",,,,,,,male,Y,BEIJING,CHINA,N
1020,1021,3rd,"Minkoff, Mr Lazar",,,,,,,male,Y,RIO DE JANEIRO,BRAZIL,N
1021,1022,3rd,"Mirko, Mr Dika",,,,,,,male,N,BEIJING,CHINA,N
1022,1023,3rd,"Mitkoff, Mr Mito",,,,,,,male,N,EDINBURGH,SCOTLAND,N
1023,1024,3rd,"Mocklare, Miss Helen Mary",,,,,,,female,N,CAPE TOWN,SOUTH AFRICA,Y
1024,1025,3rd,"Moen, Mr Sigurd H.",,,,,,,male,N,CHICAGO,UNITED STATES,N
1025,1026,3rd,"Moor, Mrs Beila",,,,,,,female,N,VANCOUVER,BRITISH COLUMBIA,Y
1026,1027,3rd,"Moor, Master Meier",,,,,,,male,N,BEIJING,CHINA,N
1027,1028,3rd,"Moore, Mr Leonard Charles",,,,,,,male,N,CHICAGO,UNITED STATES,N
1028,1029,3rd,"Moran, Miss Bertha",,,,,,,female,Y,RIO DE JANEIRO,BRAZIL,Y
1029,1030,3rd,"Moran, Mr Daniel J.",,,,,,,male,N,LONDON,UNITED KINGDOM,N
1030,1031,3rd,"Moran, Mr James",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
1031,1032,3rd,"Morley, Mr Henry Samuel",,,,,,,male,Y,,,N
1032,1033,3rd,"Morrow, Mr Thomas Rowan",,,,,,,male,N,NICE,FRANCE,N
1033,1034,3rd,"Moubarek (Borak), Mr Hanna (John)",,,,,,,male,Y,,,Y
1034,1035,3rd,"Moubarek, Mrs George",,,,,,,female,Y,HONG KONG,CHINA,N
1035,1036,3rd,"Moubarek, Master George",,,,,,,male,Y,BARCELONA,SPAIN,N
1036,1037,3rd,"Moubarek, Master William George",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
1037,1038,3rd,"Moss, Albert Johan",,,,,,,male,Y,MIAMI BEACH,FLORIDA,N
1038,1039,3rd,"Moussa, Mrs Mantoura Baloics",,,,,,,female,Y,NEW YORK,UNITED STATES,N
1039,1040,3rd,"Moutal, Mr Rahamin",,,,,,,male,N,MONTREAL,CANADA,N
1040,1041,3rd,"Mullins, Miss Katie",,,,,,,female,N,BARCELONA,SPAIN,Y
1041,1042,3rd,"Mulvihill, Miss Bertha E.",,,,,,,female,Y,EDINBURGH,SCOTLAND,N
1042,1043,3rd,"Murdlin, Mr Joseph",,,,,,,male,N,RIO DE JANEIRO,BRAZIL,N
1043,1044,3rd,"Murphy, Miss Katherine",,,,,,,female,N,KUALA LUMPUR,MALAYSIA,N
1044,1045,3rd,"Murphy, Miss Margaret",,,,,,,female,N,,,N
1045,1046,3rd,"Murphy, Miss Nora",,,,,,,female,Y,CHICAGO,UNITED STATES,N
1046,1047,3rd,"Myhrman, Mr Pehr Fabian Oliver Malkolm",,,,,,,male,N,HONG KONG,CHINA,N
1047,1048,3rd,"Nackid, Miss Maria",,,,,,,female,Y,LONDON,UNITED KINGDOM,Y
1048,1049,3rd,"Nackid, Mr Said",,,,,,,male,N,CHICAGO,UNITED STATES,N
1049,1050,3rd,"Nackid, Mrs Said",,,,,,,female,Y,VANCOUVER,BRITISH COLUMBIA,N
1050,1051,3rd,"Nahill, Mr Toufik",,,,,,,male,N,BEIJING,CHINA,N
1051,1052,3rd,"Naidenoff, Mr Penko",,,,,,,male,N,HONG KONG,CHINA,N
1052,1053,3rd,"Nancarrow, W. H.",,,,,,,male,Y,VANCOUVER,BRITISH COLUMBIA,N
1053,1054,3rd,"Niklasen, Sander",,,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
1054,1055,3rd,"Nosworthy, Richard C.",,,,,,,male,N,HONOLULU,HAWAII,N
1055,1056,3rd,"Najib, Miss Adele Kiamie",,,,,,,female,Y,VANCOUVER,BRITISH COLUMBIA,Y
1056,1057,3rd,"Nancarrow, Mr William Henry",,,,,,,male,Y,SYDNEY,AUSTRALIA,N
1057,1058,3rd,"Nankoff, Mr Minko",,,,,,,male,N,MONTREAL,CANADA,N
1058,1059,3rd,"Nasr, Mr Mustafa",,,,,,,male,N,LONDON,UNITED KINGDOM,N
1059,1060,3rd,"Nassr, Mr Saade Jean",,,,,,,male,Y,CAPE TOWN,SOUTH AFRICA,N
1060,1061,3rd,"Naughton, Miss Hannah",,,,,,,female,Y,CHICAGO,UNITED STATES,N
1061,1062,3rd,"Nemaugh, Mr Robert",,,,,,,male,N,ISTANBUL,TURKEY,N
1062,1063,3rd,"Nenkoff, Mr Christo",,,,,,,male,Y,LONDON,UNITED KINGDOM,N
1063,1064,3rd,"Nicola-Yarred, Miss Jamila",,,,,,,female,Y,SYDNEY,AUSTRALIA,Y
1064,1065,3rd,"Nicola-Yarred, Master Elias",,,,,,,male,N,LONDON,UNITED KINGDOM,N
1065,1066,3rd,"Nieminen, Miss Manta Josefina",,,,,,,female,N,TEL AVIV,ISRAEL,N
1066,1067,3rd,"Niklasson, Mr Samuel",,,,,,,male,Y,MIAMI BEACH,FLORIDA,N
1067,1068,3rd,"Nilsson, Mr August Ferdinand",,,,,,,male,Y,CHICAGO,UNITED STATES,N
1068,1069,3rd,"Nilsson, Miss Berta Olivia",,,,,,,female,Y,CAPE TOWN,SOUTH AFRICA,Y
1069,1070,3rd,"Nilsson, Miss Helmina Josefina",,,,,,,female,Y,,,N
1070,1071,3rd,"Niskanen, Mr Johan",,,,,,,male,Y,CHICAGO,UNITED STATES,N
1071,1072,3rd,"Nosworthy, Mr Richard Cater",,,,,,,male,Y,ISTANBUL,TURKEY,N
1072,1073,3rd,"Novel, Mansouer",,,,,,,male,N,MONTREAL,CANADA,Y
1073,1074,3rd,"Nysten, Miss Anna",,,,,,,female,N,HONG KONG,CHINA,N
1074,1075,3rd,"Nysveen, Mr Johan H.",,,,,,,male,Y,RIO DE JANEIRO,BRAZIL,N
1075,1076,3rd,"O'Brien, Mr Denis",,,,,,,male,N,,,N
1076,1077,3rd,"O'Brien, Mr Thomas",,,,,,,male,N,,,N
1077,1078,3rd,"O'Brien, Mrs Thomas",,,,,,,female,N,MIAMI BEACH,FLORIDA,Y
1078,1079,3rd,"O'Connell, Mr Patrick D.",,,,,,,male,N,EDINBURGH,SCOTLAND,N
1079,1080,3rd,"O'Connor, Mr Maurice",,,,,,,male,N,LONDON,UNITED KINGDOM,N
1080,1081,3rd,"O'Connor, Mr Patrick",,,,,,,male,Y,,,N
1081,1082,3rd,"Odahl, Mr Nils Martin",,,,,,,male,N,RIO DE JANEIRO,BRAZIL,Y
1082,1083,3rd,"O'Dwyer, Miss Nellie",,,,,,,female,N,ISTANBUL,TURKEY,N
1083,1084,3rd,"Ohman, Miss Velin",,,,,,,female,Y,,,N
1084,1085,3rd,"O'Keefe, Mr Patrick",,,,,,,male,Y,,,N
1085,1086,3rd,"OLeary, Miss Norah",,,,,,,female,N,KUALA LUMPUR,MALAYSIA,N
1086,1087,3rd,"Olsen, Master Arthur",,,,,,,male,N,CAPE TOWN,SOUTH AFRICA,N
1087,1088,3rd,"Olsen, Mr Charlie (Carl)",,,,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
